Census Tract FIPS,demand_covered,percentage,county_name,state_name
09005260200,0,0,Litchfield,CT
09005296100,0,0,Litchfield,CT
09005290100,0,0,Litchfield,CT
09005261100,0,0,Litchfield,CT
09005267100,0,0,Litchfield,CT
09005342100,0,0,Litchfield,CT
09005262100,0,0,Litchfield,CT
09005306100,0,0,Litchfield,CT
09005250100,0,0,Litchfield,CT
09005265100,0,0,Litchfield,CT
09005263200,0,0,Litchfield,CT
09005253300,0,0,Litchfield,CT
09005310500,1,100,Litchfield,CT
09005293100,0,0,Litchfield,CT
09005268100,0,0,Litchfield,CT
09005425600,0,0,Litchfield,CT
09005310400,0,0,Litchfield,CT
09005300100,0,0,Litchfield,CT
09005310601,0,0,Litchfield,CT
09005303100,0,0,Litchfield,CT
09005298400,0,0,Litchfield,CT
09005349200,0,0,Litchfield,CT
09005298300,0,0,Litchfield,CT
09005349100,0,0,Litchfield,CT
09005253600,0,0,Litchfield,CT
09005300500,0,0,Litchfield,CT
09005253100,0,0,Litchfield,CT
09005310804,1,100,Litchfield,CT
09005425300,0,0,Litchfield,CT
09005425400,0,0,Litchfield,CT
09005310300,1,100,Litchfield,CT
09005300400,0,0,Litchfield,CT
09005425500,0,0,Litchfield,CT
09005310700,0,0,Litchfield,CT
09005320200,0,0,Litchfield,CT
09005320100,1,100,Litchfield,CT
09005360300,0,0,Litchfield,CT
09005310602,0,0,Litchfield,CT
09005362102,0,0,Litchfield,CT
09005362101,0,0,Litchfield,CT
09005310801,1,100,Litchfield,CT
09005310200,1,100,Litchfield,CT
09005253500,0,0,Litchfield,CT
09005310100,1,100,Litchfield,CT
09005253200,0,0,Litchfield,CT
09005253400,0,0,Litchfield,CT
09005360400,0,0,Litchfield,CT
09005360200,0,0,Litchfield,CT
09005310803,1,100,Litchfield,CT
09005360100,0,0,Litchfield,CT
09007585100,0,1.99E-11,Middlesex,CT
09007580100,0,0,Middlesex,CT
09007640100,0,0,Middlesex,CT
09007600100,0,0,Middlesex,CT
09007590100,0,0,Middlesex,CT
09007620100,0,0,Middlesex,CT
09007630100,0,0,Middlesex,CT
09007680100,0,0,Middlesex,CT
09007542200,0,0,Middlesex,CT
09007610100,1,32.01671378,Middlesex,CT
09007550201,0,0,Middlesex,CT
09007610300,0,0,Middlesex,CT
09007541401,0,0,Middlesex,CT
09007570200,0,0,Middlesex,CT
09007541600,1,100,Middlesex,CT
09007595102,0,0,Middlesex,CT
09007595101,0,0,Middlesex,CT
09007560100,0,0,Middlesex,CT
09007550202,0,0,Middlesex,CT
09007610400,0,0,Middlesex,CT
09007560200,0,0,Middlesex,CT
09007610200,0,0,Middlesex,CT
09007541700,1,100,Middlesex,CT
09007542100,0,0,Middlesex,CT
09007550100,0,0,Middlesex,CT
09007542000,0,0,Middlesex,CT
09007541100,1,100,Middlesex,CT
09007541402,1,100,Middlesex,CT
09007670100,0,0,Middlesex,CT
09007541500,0,0,Middlesex,CT
09007670200,0,0,Middlesex,CT
09007570100,0,0,Middlesex,CT
09007541200,1,100,Middlesex,CT
09007570300,0,0,Middlesex,CT
09007541300,0,0,Middlesex,CT
09007680200,0,0,Middlesex,CT
09009161100,0,1.36E-12,New Haven,CT
09009341100,0,0,New Haven,CT
09009142200,0,0,New Haven,CT
09009165200,0,0,New Haven,CT
09009157300,0,0,New Haven,CT
09009140200,1,100,New Haven,CT
09009175700,0,0,New Haven,CT
09009348124,0,0,New Haven,CT
09009157100,1,100,New Haven,CT
09009160200,0,0,New Haven,CT
09009160100,0,0,New Haven,CT
09009350900,1,100,New Haven,CT
09009150800,0,0,New Haven,CT
09009157200,0,0,New Haven,CT
09009190303,0,0,New Haven,CT
09009344100,0,0,New Haven,CT
09009180400,0,0,New Haven,CT
09009171400,1,100,New Haven,CT
09009184600,0,0,New Haven,CT
09009157400,0,0,New Haven,CT
09009344200,0,0,New Haven,CT
09009142100,1,100,New Haven,CT
09009347100,0,0,New Haven,CT
09009190100,0,0,New Haven,CT
09009171000,1,100,New Haven,CT
09009151200,0,0,New Haven,CT
09009141100,0,0,New Haven,CT
09009347200,0,0,New Haven,CT
09009130102,0,0,New Haven,CT
09009348111,0,0,New Haven,CT
09009170100,1,100,New Haven,CT
09009150500,0,0,New Haven,CT
09009190200,0,0,New Haven,CT
09009165300,0,0,New Haven,CT
09009165100,0,0,New Haven,CT
09009184500,0,0,New Haven,CT
09009184400,0,0,New Haven,CT
09009180300,1,100,New Haven,CT
09009350300,1,100,New Haven,CT
09009345202,0,0,New Haven,CT
09009167201,0,0,New Haven,CT
09009175200,0,0,New Haven,CT
09009180602,0,0,New Haven,CT
09009348122,0,0,New Haven,CT
09009165802,0,0,New Haven,CT
09009343102,0,0,New Haven,CT
09009170400,1,100,New Haven,CT
09009150700,0,0,New Haven,CT
09009361402,0,0,New Haven,CT
09009150900,0,0,New Haven,CT
09009352200,1,100,New Haven,CT
09009350500,1,100,New Haven,CT
09009175600,0,0,New Haven,CT
09009170300,1,100,New Haven,CT
09009167202,0,0,New Haven,CT
09009348125,0,0,New Haven,CT
09009140100,0,0,New Haven,CT
09009190302,0,0,New Haven,CT
09009150400,0,0,New Haven,CT
09009348123,0,0,New Haven,CT
09009361300,0,0,New Haven,CT
09009170600,1,100,New Haven,CT
09009167300,0,0,New Haven,CT
09009170700,0,0,New Haven,CT
09009343101,0,0,New Haven,CT
09009350400,1,100,New Haven,CT
09009351900,0,0,New Haven,CT
09009346102,0,0,New Haven,CT
09009150200,0,0,New Haven,CT
09009343200,0,0,New Haven,CT
09009346101,0,0,New Haven,CT
09009151000,0,0,New Haven,CT
09009170900,1,100,New Haven,CT
09009150100,0,0,New Haven,CT
09009142000,0,0,New Haven,CT
09009351100,1,100,New Haven,CT
09009150600,0,0,New Haven,CT
09009170200,1,100,New Haven,CT
09009352701,1,100,New Haven,CT
09009190301,0,0,New Haven,CT
09009166001,0,0,New Haven,CT
09009175100,0,0,New Haven,CT
09009155100,1,100,New Haven,CT
09009361100,0,0,New Haven,CT
09009171700,0,0,New Haven,CT
09009175800,0,0,New Haven,CT
09009125400,1,100,New Haven,CT
09009165700,0,0,New Haven,CT
09009194202,0,0,New Haven,CT
09009352100,1,100,New Haven,CT
09009184200,1,100,New Haven,CT
09009150300,0,0,New Haven,CT
09009175300,0,0,New Haven,CT
09009140300,1,100,New Haven,CT
09009194100,0,0,New Haven,CT
09009167100,0,0,New Haven,CT
09009361200,0,0,New Haven,CT
09009130101,0,0,New Haven,CT
09009165400,0,0,New Haven,CT
09009180601,0,0,New Haven,CT
09009186100,0,0,New Haven,CT
09009186200,0,0,New Haven,CT
09009125100,0,0,New Haven,CT
09009142800,0,0,New Haven,CT
09009361401,0,0,New Haven,CT
09009350100,1,100,New Haven,CT
09009180500,0,0,New Haven,CT
09009154700,0,0,New Haven,CT
09009141000,0,0,New Haven,CT
09009343300,0,0,New Haven,CT
09009130200,0,0,New Haven,CT
09009154600,1,100,New Haven,CT
09009171300,0,0,New Haven,CT
09009352500,1,100,New Haven,CT
09009165900,0,0,New Haven,CT
09009166002,0,0,New Haven,CT
09009194201,0,0,New Haven,CT
09009350200,1,100,New Haven,CT
09009142603,1,100,New Haven,CT
09009140400,1,100,New Haven,CT
09009165600,0,0,New Haven,CT
09009352300,1,100,New Haven,CT
09009171500,1,100,New Haven,CT
09009184100,0,0,New Haven,CT
09009154800,0,0,New Haven,CT
09009140800,1,100,New Haven,CT
09009120200,1,100,New Haven,CT
09009120100,0,0,New Haven,CT
09009184700,0,0,New Haven,CT
09009154900,1,100,New Haven,CT
09009351601,1,100,New Haven,CT
09009345400,1,100,New Haven,CT
09009343400,0,0,New Haven,CT
09009351700,1,100,New Haven,CT
09009176000,0,0,New Haven,CT
09009165801,1,100,New Haven,CT
09009345100,0,0,New Haven,CT
09009345300,0,0,New Haven,CT
09009184300,0,0,New Haven,CT
09009351200,1,100,New Haven,CT
09009142604,1,100,New Haven,CT
09009170500,0,0,New Haven,CT
09009125200,1,100,New Haven,CT
09009171600,1,100,New Haven,CT
09009352000,0,0,New Haven,CT
09009351500,1,100,New Haven,CT
09009165500,0,0,New Haven,CT
09009154500,1,100,New Haven,CT
09009140900,1,100,New Haven,CT
09009175500,0,0,New Haven,CT
09009345201,0,0,New Haven,CT
09009141600,1,100,New Haven,CT
09009180100,1,2.422928742,New Haven,CT
09009352600,1,100,New Haven,CT
09009175400,0,0,New Haven,CT
09009361500,1,100,New Haven,CT
09009140600,1,100,New Haven,CT
09009351000,1,100,New Haven,CT
09009352400,1,100,New Haven,CT
09009351400,1,100,New Haven,CT
09009175900,0,0,New Haven,CT
09009180200,0,0,New Haven,CT
09009171200,0,0,New Haven,CT
09009141800,1,100,New Haven,CT
09009154100,1,100,New Haven,CT
09009140500,1,100,New Haven,CT
09009141200,1,100,New Haven,CT
09009141400,1,100,New Haven,CT
09009142500,1,100,New Haven,CT
09009141900,0,0,New Haven,CT
09009351300,1,100,New Haven,CT
09009154200,1,100,New Haven,CT
09009155000,1,100,New Haven,CT
09009151100,0,0,New Haven,CT
09009142601,1,100,New Haven,CT
09009351602,1,100,New Haven,CT
09009141300,1,100,New Haven,CT
09009351800,0,0,New Haven,CT
09009352800,1,100,New Haven,CT
09009140700,1,100,New Haven,CT
09009171100,0,0,New Haven,CT
09009170800,1,100,New Haven,CT
09009125300,1,100,New Haven,CT
09009350800,1,100,New Haven,CT
09009141500,1,100,New Haven,CT
09009142400,1,100,New Haven,CT
09009142300,1,100,New Haven,CT
09009352702,0,0,New Haven,CT
09009142700,1,100,New Haven,CT
09011990100,0,0,New London,CT
09011713100,0,8.23E-14,New London,CT
09011707100,0,0,New London,CT
09011700100,0,0,New London,CT
09011710100,0,0,New London,CT
09011715100,0,0,New London,CT
09011708100,0,0,New London,CT
09011711100,0,0,New London,CT
09011870100,0,0,New London,CT
09011712100,0,0,New London,CT
09011650100,0,0,New London,CT
09011870703,0,0,New London,CT
09011702600,0,0,New London,CT
09011870701,0,0,New London,CT
09011702900,0,0,New London,CT
09011702300,0,0,New London,CT
09011705400,0,0,New London,CT
09011693500,0,0,New London,CT
09011660102,0,0,New London,CT
09011660101,0,0,New London,CT
09011690700,0,0,New London,CT
09011693700,0,0,New London,CT
09011705200,0,0,New London,CT
09011714104,0,0,New London,CT
09011870502,1,100,New London,CT
09011714101,0,0,New London,CT
09011703000,0,0,New London,CT
09011693600,0,0,New London,CT
09011716102,0,0,New London,CT
09011702100,0,0,New London,CT
09011702500,1,100,New London,CT
09011690400,1,100,New London,CT
09011693400,1,100,New London,CT
09011690500,1,100,New London,CT
09011716101,0,0,New London,CT
09011702400,0,0,New London,CT
09011705300,0,0,New London,CT
09011980000,0,0,New London,CT
09011701200,0,0,New London,CT
09011705101,0,0,New London,CT
09011701100,0,0,New London,CT
09011696500,1,100,New London,CT
09011714103,0,0,New London,CT
09011690800,1,100,New London,CT
09011696700,1,100,New London,CT
09011870501,1,100,New London,CT
09011870704,0,0,New London,CT
09011696300,0,0,New London,CT
09011696600,1,82.90144154,New London,CT
09011705102,0,0,New London,CT
09011702800,1,100,New London,CT
09011690900,0,0,New London,CT
09011696800,1,100,New London,CT
09011695201,0,0,New London,CT
09011702700,1,100,New London,CT
09011709100,0,0,New London,CT
09011709200,1,100,New London,CT
09011693300,0,0,New London,CT
09011870200,0,0,New London,CT
09011695202,0,0,New London,CT
09011696200,0,0,New London,CT
09011697000,1,100,New London,CT
09011870300,1,100,New London,CT
09011696100,1,100,New London,CT
09011690300,1,100,New London,CT
09011696400,1,100,New London,CT
09013860100,0,1.13E-13,Tolland,CT
09013529100,0,0,Tolland,CT
09013840100,0,0,Tolland,CT
09013528100,0,0,Tolland,CT
09013538100,0,0,Tolland,CT
09013530600,0,0,Tolland,CT
09013526102,0,0,Tolland,CT
09013526101,0,0,Tolland,CT
09013538201,0,0,Tolland,CT
09013538202,0,0,Tolland,CT
09013530500,0,0,Tolland,CT
09013530400,0,0,Tolland,CT
09013890202,0,0,Tolland,CT
09013890100,0,0,Tolland,CT
09013530100,0,0,Tolland,CT
09013533102,0,0,Tolland,CT
09013533101,0,0,Tolland,CT
09013850100,0,0,Tolland,CT
09013850200,0,0,Tolland,CT
09013890201,0,0,Tolland,CT
09013530302,0,0,Tolland,CT
09013530301,0,0,Tolland,CT
09013535200,0,0,Tolland,CT
09013535100,0,0,Tolland,CT
09013881100,0,0,Tolland,CT
09013881300,1,89.6922488,Tolland,CT
09013881500,0,0,Tolland,CT
09013530200,1,100,Tolland,CT
09013881200,0,0,Tolland,CT
09015902500,0,6.47E-13,Windham,CT
09015830100,0,0,Windham,CT
09015906100,0,0,Windham,CT
09015905100,0,0,Windham,CT
09015908100,0,0,Windham,CT
09015901100,0,0,Windham,CT
09015820000,0,0,Windham,CT
09015902200,0,0,Windham,CT
09015815000,0,0,Windham,CT
09015825000,0,0,Windham,CT
09015903100,0,0,Windham,CT
09015903200,0,0,Windham,CT
09015900100,0,0,Windham,CT
09015900200,0,0,Windham,CT
09015800400,1,100,Windham,CT
09015904400,1,62.02011601,Windham,CT
09015907100,0,0,Windham,CT
09015907300,1,100,Windham,CT
09015800700,1,100,Windham,CT
09015904100,0,0,Windham,CT
09015904500,1,100,Windham,CT
09015907200,0,0,Windham,CT
09015800600,1,100,Windham,CT
09015800500,1,100,Windham,CT
09015800300,1,100,Windham,CT
10001990000,0,0,Kent,DE
10001041300,1,100,Kent,DE
10001042500,1,100,Kent,DE
10001040502,1,100,Kent,DE
10001041600,0,1.92E-12,Kent,DE
10001043100,0,0,Kent,DE
10001043202,0,0,Kent,DE
10001042000,0,0,Kent,DE
10001040900,0,0,Kent,DE
10001042100,0,0,Kent,DE
10001041500,1,100,Kent,DE
10001043400,0,0,Kent,DE
10001042800,0,0,Kent,DE
10001041100,0,0,Kent,DE
10001042900,0,0,Kent,DE
10001041801,0,0,Kent,DE
10001040201,0,0,Kent,DE
10001041702,0,0,Kent,DE
10001040501,0,0,Kent,DE
10001041900,0,0,Kent,DE
10001043000,1,100,Kent,DE
10001041200,1,100,Kent,DE
10001040100,0,0,Kent,DE
10001040203,0,0,Kent,DE
10001041400,1,100,Kent,DE
10001042202,0,0,Kent,DE
10001041802,0,0,Kent,DE
10001043300,1,100,Kent,DE
10001041000,1,100,Kent,DE
10001041701,0,0,Kent,DE
10001040700,1,100,Kent,DE
10001042201,1,52.27449239,Kent,DE
10001040202,0,0,Kent,DE
10003980100,0,0,New Castle,DE
10003990100,0,0,New Castle,DE
10003011300,0,4.19E-12,New Castle,DE
10003011205,0,0,New Castle,DE
10003013000,0,0,New Castle,DE
10003010900,0,0,New Castle,DE
10003010200,0,0,New Castle,DE
10003016904,0,0,New Castle,DE
10003003002,1,100,New Castle,DE
10003011204,0,0,New Castle,DE
10003013300,0,0,New Castle,DE
10003011100,0,0,New Castle,DE
10003001400,0,0,New Castle,DE
10003013608,0,0,New Castle,DE
10003014702,0,0,New Castle,DE
10003011201,0,0,New Castle,DE
10003014200,0,0,New Castle,DE
10003011400,0,0,New Castle,DE
10003002800,1,100,New Castle,DE
10003013400,0,0,New Castle,DE
10003013100,0,0,New Castle,DE
10003016200,0,0,New Castle,DE
10003015802,1,100,New Castle,DE
10003016100,0,0,New Castle,DE
10003001902,1,100,New Castle,DE
10003011206,0,0,New Castle,DE
10003015100,0,0,New Castle,DE
10003001200,0,0,New Castle,DE
10003016901,0,0,New Castle,DE
10003011000,0,0,New Castle,DE
10003016404,0,0,New Castle,DE
10003011700,0,0,New Castle,DE
10003013505,0,0,New Castle,DE
10003011202,0,0,New Castle,DE
10003011600,0,0,New Castle,DE
10003001300,0,0,New Castle,DE
10003011203,0,0,New Castle,DE
10003011500,0,0,New Castle,DE
10003011900,0,0,New Castle,DE
10003013506,0,0,New Castle,DE
10003002700,0,0,New Castle,DE
10003012300,1,100,New Castle,DE
10003015600,1,100,New Castle,DE
10003014501,0,0,New Castle,DE
10003000300,1,100,New Castle,DE
10003010800,0,0,New Castle,DE
10003014404,0,0,New Castle,DE
10003014706,0,0,New Castle,DE
10003002100,1,100,New Castle,DE
10003010400,0,0,New Castle,DE
10003012000,1,100,New Castle,DE
10003011800,0,0,New Castle,DE
10003012700,0,0,New Castle,DE
10003000400,0,0,New Castle,DE
10003001500,0,0,New Castle,DE
10003015400,1,100,New Castle,DE
10003013903,0,0,New Castle,DE
10003013604,0,0,New Castle,DE
10003013901,0,0,New Castle,DE
10003000900,1,100,New Castle,DE
10003015502,1,100,New Castle,DE
10003010101,1,100,New Castle,DE
10003014402,0,0,New Castle,DE
10003013615,0,0,New Castle,DE
10003013614,1,100,New Castle,DE
10003013700,0,0,New Castle,DE
10003014803,0,0,New Castle,DE
10003014908,1,100,New Castle,DE
10003012200,1,100,New Castle,DE
10003001600,1,100,New Castle,DE
10003013200,0,0,New Castle,DE
10003012600,0,0,New Castle,DE
10003013613,0,0,New Castle,DE
10003014904,0,0,New Castle,DE
10003014703,1,100,New Castle,DE
10003002200,1,100,New Castle,DE
10003013612,0,0,New Castle,DE
10003012400,0,0,New Castle,DE
10003015000,0,0,New Castle,DE
10003014907,0,0,New Castle,DE
10003015200,1,100,New Castle,DE
10003013610,0,0,New Castle,DE
10003010104,1,93.00359646,New Castle,DE
10003012900,1,100,New Castle,DE
10003015900,0,0,New Castle,DE
10003012100,0,0,New Castle,DE
10003014906,0,0,New Castle,DE
10003013800,0,0,New Castle,DE
10003013501,0,0,New Castle,DE
10003013503,0,0,New Castle,DE
10003001100,0,0,New Castle,DE
10003010300,0,0,New Castle,DE
10003002500,0,0,New Castle,DE
10003013607,0,0,New Castle,DE
10003002300,1,100,New Castle,DE
10003002900,1,100,New Castle,DE
10003016000,1,100,New Castle,DE
10003000602,1,100,New Castle,DE
10003000601,1,100,New Castle,DE
10003012500,0,0,New Castle,DE
10003010702,1,100,New Castle,DE
10003000500,0,0,New Castle,DE
10003016801,0,0,New Castle,DE
10003016401,0,0,New Castle,DE
10003014810,0,0,New Castle,DE
10003002600,1,100,New Castle,DE
10003016608,0,0,New Castle,DE
10003014100,0,0,New Castle,DE
10003014705,0,0,New Castle,DE
10003016301,0,0,New Castle,DE
10003014403,0,0,New Castle,DE
10003014000,0,0,New Castle,DE
10003014805,0,0,New Castle,DE
10003016602,0,0,New Castle,DE
10003000200,1,100,New Castle,DE
10003002400,1,100,New Castle,DE
10003013611,0,0,New Castle,DE
10003014300,0,0,New Castle,DE
10003014809,0,0,New Castle,DE
10003014808,0,0,New Castle,DE
10003016804,0,0,New Castle,DE
10003014909,0,0,New Castle,DE
10003010502,0,0,New Castle,DE
10003016302,0,0,New Castle,DE
10003014807,0,0,New Castle,DE
10003016305,0,0,New Castle,DE
10003013904,0,0,New Castle,DE
10003016601,0,0,New Castle,DE
10003014502,0,0,New Castle,DE
10003014903,1,100,New Castle,DE
10003016604,0,0,New Castle,DE
10005051203,0,0,Sussex,DE
10005051204,0,0,Sussex,DE
10005051102,0,0,Sussex,DE
10005051202,0,0,Sussex,DE
10005051205,0,0,Sussex,DE
10005051101,0,0,Sussex,DE
10005051103,0,0,Sussex,DE
10005051201,0,0,Sussex,DE
10005050703,0,0,Sussex,DE
10005051006,0,0,Sussex,DE
10005051306,0,0,Sussex,DE
10005051305,0,0,Sussex,DE
10005050706,0,0,Sussex,DE
10005050701,1,100,Sussex,DE
10005050101,0,0,Sussex,DE
10005050103,0,0,Sussex,DE
10005050405,1,2.150632119,Sussex,DE
10005050104,0,0,Sussex,DE
10005050901,0,0,Sussex,DE
10005050200,1,100,Sussex,DE
10005051900,1,100,Sussex,DE
10005050401,0,0,Sussex,DE
10005050902,0,0,Sussex,DE
10005051702,0,0,Sussex,DE
10005050302,1,100,Sussex,DE
10005051004,0,0,Sussex,DE
10005051302,0,0,Sussex,DE
10005050403,1,100,Sussex,DE
10005051400,1,100,Sussex,DE
10005050501,0,0,Sussex,DE
10005050406,1,100,Sussex,DE
10005051701,0,0,Sussex,DE
10005050408,0,0,Sussex,DE
10005051005,0,0,Sussex,DE
10005051801,1,100,Sussex,DE
10005050801,0,0,Sussex,DE
10005050705,0,0,Sussex,DE
10005050601,1,100,Sussex,DE
10005050407,1,100,Sussex,DE
10005050504,1,100,Sussex,DE
10005051500,0,0,Sussex,DE
10005051007,0,0,Sussex,DE
10005051802,1,100,Sussex,DE
10005050704,0,0,Sussex,DE
10005050503,1,100,Sussex,DE
10005050803,0,0,Sussex,DE
10005050602,1,100,Sussex,DE
10005051303,0,0,Sussex,DE
10005051003,0,0,Sussex,DE
10005050105,0,0,Sussex,DE
10005051301,0,0,Sussex,DE
10005050802,0,0,Sussex,DE
10005050301,1,100,Sussex,DE
11001006202,0,0,District of Columbia,DC
11001000400,0,7.83E-14,District of Columbia,DC
11001006802,0,0,District of Columbia,DC
11001008410,0,0,District of Columbia,DC
11001010700,0,0,District of Columbia,DC
11001009302,0,0,District of Columbia,DC
11001000902,0,0,District of Columbia,DC
11001006801,0,0,District of Columbia,DC
11001009906,0,0,District of Columbia,DC
11001006600,0,0,District of Columbia,DC
11001008302,0,0,District of Columbia,DC
11001004100,0,0,District of Columbia,DC
11001004202,0,0,District of Columbia,DC
11001008100,0,0,District of Columbia,DC
11001003302,0,0,District of Columbia,DC
11001002302,0,0,District of Columbia,DC
11001002600,0,0,District of Columbia,DC
11001007401,1,100,District of Columbia,DC
11001005001,0,0,District of Columbia,DC
11001008402,0,0,District of Columbia,DC
11001004801,0,0,District of Columbia,DC
11001009802,1,100,District of Columbia,DC
11001001902,0,0,District of Columbia,DC
11001005900,0,0,District of Columbia,DC
11001001401,0,0,District of Columbia,DC
11001006900,0,0,District of Columbia,DC
11001004002,0,0,District of Columbia,DC
11001007903,0,0,District of Columbia,DC
11001009604,0,0,District of Columbia,DC
11001009907,1,100,District of Columbia,DC
11001000502,0,0,District of Columbia,DC
11001004702,0,0,District of Columbia,DC
11001007807,0,0,District of Columbia,DC
11001009903,0,0,District of Columbia,DC
11001007503,1,100,District of Columbia,DC
11001005800,0,0,District of Columbia,DC
11001001402,0,0,District of Columbia,DC
11001005301,0,0,District of Columbia,DC
11001010200,0,0,District of Columbia,DC
11001009000,0,0,District of Columbia,DC
11001008002,0,0,District of Columbia,DC
11001010100,0,0,District of Columbia,DC
11001000501,0,0,District of Columbia,DC
11001008301,0,0,District of Columbia,DC
11001004600,0,0,District of Columbia,DC
11001004300,0,0,District of Columbia,DC
11001009801,1,100,District of Columbia,DC
11001006400,0,0,District of Columbia,DC
11001009507,0,0,District of Columbia,DC
11001006700,0,0,District of Columbia,DC
11001001100,0,0,District of Columbia,DC
11001008001,0,0,District of Columbia,DC
11001001500,0,0,District of Columbia,DC
11001007407,0,0,District of Columbia,DC
11001009601,1,100,District of Columbia,DC
11001000802,0,0,District of Columbia,DC
11001008702,0,0,District of Columbia,DC
11001007000,0,0,District of Columbia,DC
11001007709,1,100,District of Columbia,DC
11001006804,0,0,District of Columbia,DC
11001009203,0,0,District of Columbia,DC
11001009301,0,0,District of Columbia,DC
11001009503,0,0,District of Columbia,DC
11001011000,0,0,District of Columbia,DC
11001009804,1,100,District of Columbia,DC
11001006500,0,0,District of Columbia,DC
11001001600,0,0,District of Columbia,DC
11001010500,0,0,District of Columbia,DC
11001009505,0,0,District of Columbia,DC
11001000600,0,0,District of Columbia,DC
11001008200,0,0,District of Columbia,DC
11001007806,0,0,District of Columbia,DC
11001003100,0,0,District of Columbia,DC
11001001702,0,0,District of Columbia,DC
11001004901,0,0,District of Columbia,DC
11001004802,0,0,District of Columbia,DC
11001007301,0,0,District of Columbia,DC
11001003900,0,0,District of Columbia,DC
11001009204,1,100,District of Columbia,DC
11001008701,0,0,District of Columbia,DC
11001008804,0,0,District of Columbia,DC
11001002501,0,0,District of Columbia,DC
11001009509,0,0,District of Columbia,DC
11001007708,1,100,District of Columbia,DC
11001000702,0,0,District of Columbia,DC
11001009810,1,100,District of Columbia,DC
11001007100,0,0,District of Columbia,DC
11001002900,0,0,District of Columbia,DC
11001007403,0,0,District of Columbia,DC
11001009901,0,0,District of Columbia,DC
11001004201,0,0,District of Columbia,DC
11001002001,1,100,District of Columbia,DC
11001007504,1,100,District of Columbia,DC
11001002202,0,0,District of Columbia,DC
11001004902,0,0,District of Columbia,DC
11001009904,1,100,District of Columbia,DC
11001000901,0,0,District of Columbia,DC
11001007809,1,100,District of Columbia,DC
11001009905,1,100,District of Columbia,DC
11001009902,0,0,District of Columbia,DC
11001002201,0,0,District of Columbia,DC
11001002301,0,0,District of Columbia,DC
11001009201,0,0,District of Columbia,DC
11001007408,1,100,District of Columbia,DC
11001002400,0,0,District of Columbia,DC
11001000701,0,0,District of Columbia,DC
11001002801,0,0,District of Columbia,DC
11001001301,0,0,District of Columbia,DC
11001009803,1,100,District of Columbia,DC
11001008803,1,100,District of Columbia,DC
11001009504,0,0,District of Columbia,DC
11001001002,0,0,District of Columbia,DC
11001002802,0,0,District of Columbia,DC
11001001001,0,0,District of Columbia,DC
11001007200,0,0,District of Columbia,DC
11001008802,0,0,District of Columbia,DC
11001003301,0,0,District of Columbia,DC
11001009508,0,0,District of Columbia,DC
11001003500,0,0,District of Columbia,DC
11001000100,0,0,District of Columbia,DC
11001001803,1,100,District of Columbia,DC
11001004701,0,0,District of Columbia,DC
11001001200,0,0,District of Columbia,DC
11001001901,0,0,District of Columbia,DC
11001007604,0,0,District of Columbia,DC
11001008903,0,0,District of Columbia,DC
11001007603,0,0,District of Columbia,DC
11001009400,0,0,District of Columbia,DC
11001008904,0,0,District of Columbia,DC
11001007605,1,100,District of Columbia,DC
11001009807,0,0,District of Columbia,DC
11001000801,0,0,District of Columbia,DC
11001007803,0,0,District of Columbia,DC
11001002102,0,0,District of Columbia,DC
11001009102,1,100,District of Columbia,DC
11001003000,0,0,District of Columbia,DC
11001003600,0,0,District of Columbia,DC
11001002502,0,0,District of Columbia,DC
11001007901,0,0,District of Columbia,DC
11001000300,0,0,District of Columbia,DC
11001009700,1,100,District of Columbia,DC
11001004400,0,0,District of Columbia,DC
11001003800,0,0,District of Columbia,DC
11001007707,1,100,District of Columbia,DC
11001007601,0,0,District of Columbia,DC
11001005201,0,0,District of Columbia,DC
11001007409,1,100,District of Columbia,DC
11001009603,0,0,District of Columbia,DC
11001003400,0,0,District of Columbia,DC
11001001804,1,100,District of Columbia,DC
11001003200,0,0,District of Columbia,DC
11001007406,1,100,District of Columbia,DC
11001007304,1,100,District of Columbia,DC
11001009602,1,57.33198256,District of Columbia,DC
11001007502,1,100,District of Columbia,DC
11001010900,1,100,District of Columbia,DC
11001002702,0,0,District of Columbia,DC
11001011100,0,0,District of Columbia,DC
11001007404,1,100,District of Columbia,DC
11001005500,0,0,District of Columbia,DC
11001005002,0,0,District of Columbia,DC
11001009811,0,0,District of Columbia,DC
11001010300,0,0,District of Columbia,DC
11001010800,0,0,District of Columbia,DC
11001005600,0,0,District of Columbia,DC
11001009501,1,100,District of Columbia,DC
11001007804,1,100,District of Columbia,DC
11001010400,1,100,District of Columbia,DC
11001004001,0,0,District of Columbia,DC
11001002101,0,0,District of Columbia,DC
11001007808,1,100,District of Columbia,DC
11001002701,0,0,District of Columbia,DC
11001000202,0,0,District of Columbia,DC
11001000201,0,0,District of Columbia,DC
11001010600,0,0,District of Columbia,DC
11001001302,0,0,District of Columbia,DC
11001002002,0,0,District of Columbia,DC
11001003700,0,0,District of Columbia,DC
11001007703,1,100,District of Columbia,DC
12001002102,1,100,Alachua,FL
12001001805,1,100,Alachua,FL
12001001813,1,100,Alachua,FL
12001000809,1,100,Alachua,FL
12001002101,1,100,Alachua,FL
12001110800,1,100,Alachua,FL
12001001603,1,100,Alachua,FL
12001001514,1,100,Alachua,FL
12001001201,1,100,Alachua,FL
12001002220,1,100,Alachua,FL
12001002208,1,100,Alachua,FL
